pcap_id,sample_hash,label,src_ip,dst_ip,src_port,dst_port,protocol,duration,total_bytes,total_packets,bytes_per_second,packets_per_second,pkt_len_mean,pkt_len_std,iat_mean,iat_std,burstiness,burst_count,is_complete_handshake,has_tls,tls_cipher_count,tls_ext_count,ja4_fingerprint,ja4_tls_ver_num,ja4_cipher_count,ja4_ext_count,ja4_sni_present,ja4_has_alpn,ja3_fingerprint,dns_query_count,dns_unique_queries,http_request_count,http_unique_hosts
28,Gamming,bengin,192.168.18.4,103.10.124.117,64839,27049,UDP,2.91617,2336,8,801.0507,2.7433,292.0,396.8627,0.416596,0.280084,-0.195946,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,192.168.18.4,103.28.54.189,64840,27019,UDP,3.619132,2478,9,684.6946,2.4868,275.3333,377.1236,0.452392,0.278838,-0.237345,2,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,192.168.18.4,155.133.226.70,64841,27043,UDP,1.002087,2336,8,2331.1347,7.9833,292.0,396.8627,0.143155,0.105618,-0.150889,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,192.168.18.4,103.10.125.20,64842,27114,UDP,3.11613,2336,8,749.6478,2.5673,292.0,396.8627,0.445161,0.350325,-0.119219,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,192.168.18.4,155.133.227.56,64843,27034,UDP,2.915859,2336,8,801.1361,2.7436,292.0,396.8627,0.416551,0.279985,-0.196065,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,155.133.226.70,192.168.18.4,27043,64841,UDP,1.001172,2021,8,2018.6345,7.9906,252.625,411.745,0.143025,0.106559,-0.146104,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,192.168.18.4,155.133.225.19,64844,27072,UDP,896.566087,16402,31,18.2942,0.0346,529.0968,560.9565,29.885536,50.311304,0.254695,2,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,155.133.252.88,192.168.18.4,27049,64837,UDP,1.402063,2021,8,1441.4475,5.7059,252.625,411.745,0.200295,0.092882,-0.366375,2,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,fe80::6222:32ff:fec5:b445,ff02::1,58419,10002,UDP,0.0,225,1,225.0,1.0,225.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,192.168.18.4,162.159.136.234,65525,443,TCP,907.677393,5939,50,6.5431,0.0551,118.78,70.2365,18.524028,19.407419,0.023289,23,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,192.168.18.178,255.255.255.255,56033,10002,UDP,0.0,205,1,205.0,1.0,205.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,192.168.18.178,255.255.255.255,60998,10002,UDP,0.0,205,1,205.0,1.0,205.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,192.168.18.178,255.255.255.255,39196,10002,UDP,0.0,205,1,205.0,1.0,205.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,162.254.193.98,192.168.18.4,27063,64835,UDP,2.105629,2021,8,959.8082,3.7993,252.625,411.745,0.300804,0.130471,-0.394953,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,162.159.136.234,192.168.18.4,443,65525,TCP,907.603522,4423,54,4.8733,0.0595,81.9074,35.8491,17.124595,19.348536,0.060975,24,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,192.168.18.178,255.255.255.255,60381,10002,UDP,0.0,205,1,205.0,1.0,205.0,0.0,0.0,0.0,0.0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,185.25.183.163,192.168.18.4,27025,64838,UDP,2.31149,2021,8,874.3278,3.461,252.625,411.745,0.330213,0.204503,-0.235096,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,155.133.238.178,192.168.18.4,27056,64836,UDP,2.30704,2021,8,876.0142,3.4676,252.625,411.745,0.329577,0.276006,-0.088463,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,103.28.54.189,192.168.18.4,27019,64840,UDP,3.617934,2021,8,558.6061,2.2112,252.625,411.745,0.516848,0.340489,-0.205706,2,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,103.10.124.117,192.168.18.4,27049,64839,UDP,2.914253,2021,8,693.4882,2.7451,252.625,411.745,0.416322,0.279819,-0.196084,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,155.133.227.56,192.168.18.4,27034,64843,UDP,2.913018,2021,8,693.7822,2.7463,252.625,411.745,0.416145,0.279681,-0.196119,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,155.133.225.19,192.168.18.4,27072,64844,UDP,896.565479,15457,31,17.2402,0.0346,498.6129,581.9924,29.885516,50.311401,0.254697,2,0,0,0,0,,0,0,0,0,0,,0,0,0,0
28,Gamming,bengin,103.10.125.20,192.168.18.4,27114,64842,UDP,3.114939,2021,8,648.8089,2.5683,252.625,411.745,0.444991,0.349786,-0.119789,1,0,0,0,0,,0,0,0,0,0,,0,0,0,0
